date,city,precipitation,month,year
2020-06-04,NYC,0.363333,6,2020
2020-06-05,NYC,0.343333,6,2020
2020-06-06,NYC,0.197778,6,2020
2020-06-07,NYC,0.176667,6,2020
2020-06-08,NYC,0.0,6,2020
2020-06-09,NYC,0.0,6,2020
2020-06-10,NYC,0.0,6,2020
2020-06-11,NYC,0.143,6,2020
2020-06-12,NYC,0.378,6,2020
2020-06-13,NYC,0.0,6,2020
2020-06-14,NYC,0.0,6,2020
2020-06-15,NYC,0.0,6,2020
2020-06-16,NYC,0.0,6,2020
2020-06-17,NYC,0.0,6,2020
2020-06-18,NYC,0.0,6,2020
2020-06-19,NYC,0.0,6,2020
2020-06-20,NYC,0.0,6,2020
2020-06-21,NYC,0.0,6,2020
2020-06-22,NYC,0.0,6,2020
2020-06-23,NYC,0.0,6,2020
2020-06-24,NYC,0.0,6,2020
2020-06-25,NYC,0.0,6,2020
2020-06-26,NYC,0.0,6,2020
2020-06-27,NYC,0.073,6,2020
2020-06-28,NYC,0.153636,6,2020
2020-06-29,NYC,0.154545,6,2020
2020-06-30,NYC,0.04,6,2020
2020-07-01,NYC,0.178182,7,2020
2020-07-02,NYC,0.23,7,2020
2020-07-03,NYC,0.115,7,2020
2020-07-04,NYC,0.386,7,2020
2020-07-05,NYC,0.001,7,2020
2020-07-06,NYC,0.057,7,2020
2020-07-07,NYC,0.079,7,2020
2020-07-08,NYC,0.005,7,2020
2020-07-09,NYC,0.225,7,2020
2020-07-10,NYC,0.551,7,2020
2020-07-11,NYC,1.040909,7,2020
2020-07-12,NYC,0.156364,7,2020
2020-07-13,NYC,0.03,7,2020
2020-07-14,NYC,0.001,7,2020
2020-07-15,NYC,0.003,7,2020
2020-07-16,NYC,0.0,7,2020
2020-07-17,NYC,0.041111,7,2020
2020-07-18,NYC,0.079,7,2020
2020-07-19,NYC,0.0,7,2020
2020-07-20,NYC,0.0,7,2020
2020-07-21,NYC,0.0,7,2020
2020-07-22,NYC,0.259,7,2020
2020-07-23,NYC,0.249,7,2020
2020-07-24,NYC,0.175,7,2020
2020-07-25,NYC,0.152727,7,2020
2020-07-26,NYC,0.0,7,2020
2020-07-27,NYC,0.0,7,2020
2020-07-28,NYC,0.004545,7,2020
2020-07-29,NYC,0.0,7,2020
2020-07-30,NYC,0.007273,7,2020
2020-07-31,NYC,0.748,7,2020
2020-08-01,NYC,0.009,8,2020
2020-08-02,NYC,0.003333,8,2020
2020-08-03,NYC,0.092,8,2020
2020-08-04,NYC,0.304545,8,2020
2020-08-05,NYC,0.2375,8,2020
2020-08-06,NYC,0.012727,8,2020
2020-08-07,NYC,0.159091,8,2020
2020-08-08,NYC,0.053,8,2020
2020-08-09,NYC,0.000909,8,2020
2020-08-10,NYC,0.0,8,2020
2020-08-11,NYC,0.006364,8,2020
2020-08-12,NYC,0.276364,8,2020
2020-08-13,NYC,0.084545,8,2020
2020-08-14,NYC,0.065455,8,2020
2020-08-15,NYC,0.0,8,2020
2020-08-16,NYC,0.098182,8,2020
2020-08-17,NYC,0.430909,8,2020
2020-08-18,NYC,0.561818,8,2020
2020-08-19,NYC,0.117273,8,2020
2020-08-20,NYC,0.174545,8,2020
2020-08-21,NYC,0.003,8,2020
2020-08-22,NYC,0.0,8,2020
2020-08-23,NYC,0.009,8,2020
2020-08-24,NYC,0.0,8,2020
2020-08-25,NYC,0.038333,8,2020
2020-08-26,NYC,0.069167,8,2020
2020-08-27,NYC,0.153636,8,2020
2020-08-28,NYC,0.317273,8,2020
2020-08-29,NYC,0.049091,8,2020
2020-08-30,NYC,0.063636,8,2020
2020-08-31,NYC,0.000909,8,2020
2020-09-01,NYC,0.186364,9,2020
2020-09-02,NYC,0.128182,9,2020
2020-09-03,NYC,0.251818,9,2020
2020-09-04,NYC,0.301818,9,2020
2020-09-05,NYC,0.000909,9,2020
2020-09-06,NYC,0.0,9,2020
2020-09-07,NYC,0.0,9,2020
2020-09-08,NYC,0.0,9,2020
2020-09-09,NYC,0.0,9,2020
2020-09-10,NYC,1.549167,9,2020
2020-09-11,NYC,0.465,9,2020
2020-09-12,NYC,0.002222,9,2020
2020-09-13,NYC,0.0,9,2020
2020-09-14,NYC,0.0,9,2020
2020-09-15,NYC,0.0,9,2020
2020-09-16,NYC,0.0,9,2020
2020-09-17,NYC,0.0,9,2020
2020-09-18,NYC,0.024545,9,2020
2020-09-19,NYC,0.000909,9,2020
2020-09-20,NYC,0.0,9,2020
2020-09-21,NYC,0.0,9,2020
2020-09-22,NYC,0.0,9,2020
2020-09-23,NYC,0.0,9,2020
2020-09-24,NYC,0.0,9,2020
2020-09-25,NYC,0.0,9,2020
2020-09-26,NYC,0.008182,9,2020
2020-09-27,NYC,0.008182,9,2020
2020-09-28,NYC,0.0575,9,2020
2020-09-29,NYC,0.055833,9,2020
2020-09-30,NYC,1.059167,9,2020
2020-10-01,NYC,0.002727,10,2020
2020-10-02,NYC,0.032727,10,2020
2020-10-03,NYC,0.021,10,2020
2020-10-04,NYC,0.0,10,2020
2020-10-05,NYC,0.001,10,2020
2020-10-06,NYC,0.023,10,2020
2020-10-07,NYC,0.006364,10,2020
2020-10-08,NYC,0.015,10,2020
2020-10-09,NYC,0.0,10,2020
2020-10-10,NYC,0.0,10,2020
2020-10-11,NYC,0.0,10,2020
2020-10-12,NYC,0.665,10,2020
2020-10-13,NYC,0.494444,10,2020
2020-10-14,NYC,0.051818,10,2020
2020-10-15,NYC,0.002727,10,2020
2020-10-16,NYC,0.299167,10,2020
2020-10-17,NYC,1.103333,10,2020
2020-10-18,NYC,0.005,10,2020
2020-10-19,NYC,0.0,10,2020
2020-10-20,NYC,0.035833,10,2020
2020-10-21,NYC,0.018333,10,2020
2020-10-22,NYC,0.003636,10,2020
2020-10-23,NYC,0.013333,10,2020
2020-10-24,NYC,0.011818,10,2020
2020-10-25,NYC,0.004545,10,2020
2020-10-26,NYC,0.052,10,2020
2020-10-27,NYC,0.033333,10,2020
2020-10-28,NYC,0.120909,10,2020
2020-10-29,NYC,0.478,10,2020
2020-10-30,NYC,1.540833,10,2020
2020-10-31,NYC,0.195,10,2020
2020-11-01,NYC,0.143636,11,2020
2020-11-02,NYC,0.379091,11,2020
2020-11-03,NYC,0.004,11,2020
2020-11-04,NYC,0.001818,11,2020
2020-11-05,NYC,0.000833,11,2020
2020-11-06,NYC,0.0,11,2020
2020-11-07,NYC,0.001,11,2020
2020-11-08,NYC,0.000909,11,2020
2020-11-09,NYC,0.0,11,2020
2020-11-10,NYC,0.0,11,2020
2020-11-11,NYC,0.208182,11,2020
2020-11-12,NYC,0.79,11,2020
2020-11-13,NYC,0.2375,11,2020
2020-11-14,NYC,0.094167,11,2020
2020-11-15,NYC,0.070833,11,2020
2020-11-16,NYC,0.26,11,2020
2020-11-17,NYC,0.000769,11,2020
2020-11-18,NYC,0.004615,11,2020
2020-11-19,NYC,0.0,11,2020
2020-11-20,NYC,0.0,11,2020
2020-11-21,NYC,0.0,11,2020
2020-11-22,NYC,0.006923,11,2020
2020-11-23,NYC,0.603077,11,2020
2020-11-24,NYC,0.0675,11,2020
2020-11-25,NYC,0.013077,11,2020
2020-11-26,NYC,0.573636,11,2020
2020-11-27,NYC,0.048333,11,2020
2020-11-28,NYC,0.000833,11,2020
2020-11-29,NYC,0.0,11,2020
2020-11-30,NYC,0.27,11,2020
2020-12-01,NYC,1.041538,12,2020
2020-12-02,NYC,0.003846,12,2020
2020-12-03,NYC,0.000769,12,2020
2020-12-04,NYC,0.023846,12,2020
2020-12-05,NYC,0.984286,12,2020
2020-12-06,NYC,0.223077,12,2020
2020-12-07,NYC,0.001538,12,2020
2020-12-08,NYC,0.0,12,2020
2020-12-09,NYC,0.004615,12,2020
2020-12-10,NYC,0.010769,12,2020
2020-12-11,NYC,0.0,12,2020
2020-12-12,NYC,0.001667,12,2020
2020-12-13,NYC,0.019167,12,2020
2020-12-14,NYC,0.09,12,2020
2020-12-15,NYC,0.208462,12,2020
2020-12-16,NYC,0.110769,12,2020
2020-12-17,NYC,0.841111,12,2020
2020-12-18,NYC,0.045,12,2020
2020-12-19,NYC,0.0,12,2020
2020-12-20,NYC,0.010833,12,2020
2020-12-21,NYC,0.0375,12,2020
2020-12-22,NYC,0.000833,12,2020
2020-12-23,NYC,0.0,12,2020
2020-12-24,NYC,0.035833,12,2020
2020-12-25,NYC,0.87,12,2020
2020-12-26,NYC,0.112727,12,2020
2020-12-27,NYC,0.0,12,2020
2020-12-28,NYC,0.0,12,2020
2020-12-29,NYC,0.000833,12,2020
2020-12-30,NYC,0.0,12,2020
2020-12-31,NYC,0.287273,12,2020
2021-01-01,NYC,0.288333,1,2021
2021-01-02,NYC,0.475,1,2021
2021-01-03,NYC,0.033333,1,2021
2021-01-04,NYC,0.136,1,2021
2021-01-05,NYC,0.000833,1,2021
2021-01-06,NYC,0.0,1,2021
2021-01-07,NYC,0.0,1,2021
2021-01-08,NYC,0.0,1,2021
2021-01-09,NYC,0.0,1,2021
2021-01-10,NYC,0.0,1,2021
2021-01-11,NYC,0.0,1,2021
2021-01-12,NYC,0.0,1,2021
2021-01-13,NYC,0.0,1,2021
2021-01-14,NYC,0.0,1,2021
2021-01-15,NYC,0.078333,1,2021
2021-01-16,NYC,1.091538,1,2021
2021-01-17,NYC,0.003846,1,2021
2021-01-18,NYC,0.0,1,2021
2021-01-19,NYC,0.0,1,2021
2021-01-20,NYC,0.016154,1,2021
2021-01-21,NYC,0.003846,1,2021
2021-01-22,NYC,0.000769,1,2021
2021-01-23,NYC,0.0,1,2021
2021-01-24,NYC,0.0,1,2021
2021-01-25,NYC,0.0,1,2021
2021-01-26,NYC,0.02,1,2021
2021-01-27,NYC,0.139231,1,2021
2021-01-28,NYC,0.001538,1,2021
2021-01-29,NYC,0.0,1,2021
2021-01-30,NYC,0.0,1,2021
2021-01-31,NYC,0.017273,1,2021
2021-02-01,NYC,0.663333,2,2021
2021-02-02,NYC,0.785,2,2021
2021-02-03,NYC,0.096,2,2021
2021-02-04,NYC,0.0,2,2021
2021-02-05,NYC,0.009167,2,2021
2021-02-06,NYC,0.018333,2,2021
2021-02-07,NYC,0.097273,2,2021
2021-02-08,NYC,0.267,2,2021
2021-02-09,NYC,0.026364,2,2021
2021-02-10,NYC,0.015,2,2021
2021-02-11,NYC,0.123333,2,2021
2021-02-12,NYC,0.0,2,2021
2021-02-13,NYC,0.000769,2,2021
2021-02-14,NYC,0.005833,2,2021
2021-02-15,NYC,0.001667,2,2021
2021-02-16,NYC,0.793333,2,2021
2021-02-17,NYC,0.006154,2,2021
2021-02-18,NYC,0.139167,2,2021
2021-02-19,NYC,0.394167,2,2021
2021-02-20,NYC,0.080833,2,2021
2021-02-21,NYC,0.0,2,2021
2021-02-22,NYC,0.133333,2,2021
2021-02-23,NYC,0.415455,2,2021
2021-02-24,NYC,0.016667,2,2021
2021-02-25,NYC,0.0,2,2021
2021-02-26,NYC,0.0,2,2021
2021-02-27,NYC,0.180833,2,2021
2021-02-28,NYC,0.2625,2,2021
2021-03-01,NYC,0.392308,3,2021
2021-03-02,NYC,0.005,3,2021
2021-03-03,NYC,0.0,3,2021
2021-03-04,NYC,0.0,3,2021
2021-03-05,NYC,0.0,3,2021
2021-03-06,NYC,0.0,3,2021
2021-03-07,NYC,0.0,3,2021
2021-03-08,NYC,0.0,3,2021
2021-03-09,NYC,0.0,3,2021
2021-03-10,NYC,0.0,3,2021
2021-03-11,NYC,0.0,3,2021
2021-03-12,NYC,0.001667,3,2021
2021-03-13,NYC,0.0,3,2021
2021-03-14,NYC,0.0,3,2021
2021-03-15,NYC,0.0,3,2021
2021-03-16,NYC,0.000833,3,2021
2021-03-17,NYC,0.0,3,2021
2021-03-18,NYC,0.140833,3,2021
2021-03-19,NYC,0.576667,3,2021
2021-03-20,NYC,0.001818,3,2021
2021-03-21,NYC,0.0,3,2021
2021-03-22,NYC,0.0,3,2021
2021-03-23,NYC,0.0,3,2021
2021-03-24,NYC,0.245455,3,2021
2021-03-25,NYC,0.538333,3,2021
2021-03-26,NYC,0.039167,3,2021
2021-03-27,NYC,0.0025,3,2021
2021-03-28,NYC,0.205,3,2021
2021-03-29,NYC,0.614167,3,2021
2021-03-30,NYC,0.003333,3,2021
2021-03-31,NYC,0.145833,3,2021
2021-04-01,NYC,0.4475,4,2021
2021-04-02,NYC,0.014167,4,2021
2021-04-03,NYC,0.000909,4,2021
2021-04-04,NYC,0.0,4,2021
2021-04-05,NYC,0.0,4,2021
2021-04-06,NYC,0.0,4,2021
2021-04-07,NYC,0.0,4,2021
2021-04-08,NYC,0.0,4,2021
2021-04-09,NYC,0.000833,4,2021
2021-04-10,NYC,0.01,4,2021
2021-04-11,NYC,0.114167,4,2021
2021-04-12,NYC,0.519167,4,2021
2021-04-13,NYC,0.263333,4,2021
2021-04-14,NYC,0.004167,4,2021
2021-04-15,NYC,0.2425,4,2021
2021-04-16,NYC,0.811667,4,2021
2021-04-17,NYC,0.054167,4,2021
2021-04-18,NYC,0.001667,4,2021
2021-04-19,NYC,0.000833,4,2021
2021-04-20,NYC,0.008182,4,2021
2021-04-21,NYC,0.0375,4,2021
2021-04-22,NYC,0.178333,4,2021
2021-04-23,NYC,0.002727,4,2021
2021-04-24,NYC,0.0,4,2021
2021-04-25,NYC,0.465455,4,2021
2021-04-26,NYC,0.067273,4,2021
2021-04-27,NYC,0.004545,4,2021
2021-04-28,NYC,0.007,4,2021
2021-04-29,NYC,0.062727,4,2021
2021-04-30,NYC,0.055455,4,2021
2021-05-01,NYC,0.015455,5,2021
2021-05-02,NYC,0.000909,5,2021
2021-05-03,NYC,0.100909,5,2021
2021-05-04,NYC,0.624545,5,2021
2021-05-05,NYC,0.101,5,2021
2021-05-06,NYC,0.208,5,2021
2021-05-07,NYC,0.001818,5,2021
2021-05-08,NYC,0.009,5,2021
2021-05-09,NYC,0.165,5,2021
2021-05-10,NYC,0.464545,5,2021
2021-05-11,NYC,0.005455,5,2021
2021-05-12,NYC,0.0,5,2021
2021-05-13,NYC,0.0,5,2021
2021-05-14,NYC,0.0,5,2021
2021-05-15,NYC,0.0,5,2021
2021-05-16,NYC,0.000909,5,2021
2021-05-17,NYC,0.004545,5,2021
2021-05-18,NYC,0.000833,5,2021
2021-05-19,NYC,0.0,5,2021
2021-05-20,NYC,0.0,5,2021
2021-05-21,NYC,0.0,5,2021
2021-05-22,NYC,0.0,5,2021
2021-05-23,NYC,0.0,5,2021
2021-05-24,NYC,0.0,5,2021
2021-05-25,NYC,0.0,5,2021
2021-05-26,NYC,0.047273,5,2021
2021-05-27,NYC,0.169091,5,2021
2021-05-28,NYC,0.260833,5,2021
2021-05-29,NYC,1.390909,5,2021
2021-05-30,NYC,0.634444,5,2021
2021-05-31,NYC,0.622727,5,2021
2021-06-01,NYC,0.005,6,2021
2021-06-02,NYC,0.0,6,2021
2021-06-03,NYC,0.079167,6,2021
2021-06-04,NYC,0.346667,6,2021
2021-06-05,NYC,0.232,6,2021
2021-06-06,NYC,0.0,6,2021
2021-06-07,NYC,0.007,6,2021
2021-06-08,NYC,0.1525,6,2021
2021-06-09,NYC,0.387273,6,2021
2021-06-10,NYC,0.001,6,2021
2021-06-11,NYC,0.0,6,2021
2021-06-12,NYC,0.000909,6,2021
2021-06-13,NYC,0.001,6,2021
2021-06-14,NYC,0.054545,6,2021
2021-06-15,NYC,0.085833,6,2021
2021-06-16,NYC,0.0,6,2021
2021-06-17,NYC,0.0,6,2021
2021-06-18,NYC,0.0,6,2021
2021-06-19,NYC,0.06,6,2021
2021-06-20,NYC,0.233077,6,2021
2021-06-21,NYC,0.046923,6,2021
2021-06-22,NYC,0.088333,6,2021
2021-06-23,NYC,0.261667,6,2021
2021-06-24,NYC,0.001538,6,2021
2021-06-25,NYC,0.007692,6,2021
2021-06-26,NYC,0.005385,6,2021
2021-06-27,NYC,0.006923,6,2021
2021-06-28,NYC,0.0,6,2021
2021-06-29,NYC,0.0,6,2021
2021-06-30,NYC,0.0625,6,2021
2021-07-01,NYC,0.296923,7,2021
2021-07-02,NYC,0.837692,7,2021
2021-07-03,NYC,0.852308,7,2021
2021-07-04,NYC,0.340769,7,2021
2021-07-05,NYC,0.006154,7,2021
2021-07-06,NYC,0.105,7,2021
2021-07-07,NYC,0.257692,7,2021
2021-07-08,NYC,0.238571,7,2021
2021-07-09,NYC,2.366429,7,2021
2021-07-10,NYC,0.602143,7,2021
2021-07-11,NYC,0.007857,7,2021
2021-07-12,NYC,0.226429,7,2021
2021-07-13,NYC,0.116923,7,2021
2021-07-14,NYC,0.01,7,2021
2021-07-15,NYC,0.001429,7,2021
2021-07-16,NYC,0.0,7,2021
2021-07-17,NYC,0.108333,7,2021
2021-07-18,NYC,0.247692,7,2021
2021-07-19,NYC,0.014167,7,2021
2021-07-20,NYC,0.017692,7,2021
2021-07-21,NYC,0.076154,7,2021
2021-07-22,NYC,0.126923,7,2021
2021-07-23,NYC,0.008462,7,2021
2021-07-24,NYC,0.008462,7,2021
2021-07-25,NYC,0.278462,7,2021
2021-07-26,NYC,0.714286,7,2021
2021-07-27,NYC,0.005,7,2021
2021-07-28,NYC,0.184286,7,2021
2021-07-29,NYC,0.072308,7,2021
2021-07-30,NYC,0.206429,7,2021
2021-07-31,NYC,0.002143,7,2021
2021-08-01,NYC,0.009286,8,2021
2021-08-02,NYC,0.043571,8,2021
2021-08-03,NYC,0.001667,8,2021
2021-08-04,NYC,0.0,8,2021
2021-08-05,NYC,0.010769,8,2021
2021-08-06,NYC,0.0025,8,2021
2021-08-07,NYC,0.0,8,2021
2021-08-08,NYC,0.281538,8,2021
2021-08-09,NYC,0.481538,8,2021
2021-08-10,NYC,0.190714,8,2021
2021-08-11,NYC,0.17,8,2021
2021-08-12,NYC,0.107692,8,2021
2021-08-13,NYC,0.007143,8,2021
2021-08-14,NYC,0.000714,8,2021
2021-08-15,NYC,0.000714,8,2021
2021-08-16,NYC,0.0,8,2021
2021-08-17,NYC,0.0,8,2021
2021-08-18,NYC,0.0,8,2021
2021-08-19,NYC,0.232308,8,2021
2021-08-20,NYC,0.001429,8,2021
2021-08-21,NYC,0.540769,8,2021
2021-08-22,NYC,1.800833,8,2021
2021-08-23,NYC,2.795,8,2021
2021-08-24,NYC,0.380833,8,2021
2021-08-25,NYC,0.0,8,2021
2021-08-26,NYC,0.0,8,2021
2021-08-27,NYC,0.058462,8,2021
2021-08-28,NYC,0.517692,8,2021
2021-08-29,NYC,0.17,8,2021
2021-08-30,NYC,0.021538,8,2021
2021-08-31,NYC,0.0025,8,2021
2021-09-01,NYC,0.924615,9,2021
2021-09-02,NYC,4.244615,9,2021
2021-09-03,NYC,0.000714,9,2021
2021-09-04,NYC,0.0,9,2021
2021-09-05,NYC,0.006154,9,2021
2021-09-06,NYC,0.051429,9,2021
2021-09-07,NYC,0.0,9,2021
2021-09-08,NYC,0.0,9,2021
2021-09-09,NYC,0.178571,9,2021
2021-09-10,NYC,0.168571,9,2021
2021-09-11,NYC,0.002143,9,2021
2021-09-12,NYC,0.0,9,2021
2021-09-13,NYC,0.024286,9,2021
2021-09-14,NYC,0.057143,9,2021
2021-09-15,NYC,0.001429,9,2021
2021-09-16,NYC,0.01,9,2021
2021-09-17,NYC,0.006429,9,2021
2021-09-18,NYC,0.022308,9,2021
2021-09-19,NYC,0.002308,9,2021
2021-09-20,NYC,0.0,9,2021
2021-09-21,NYC,0.008571,9,2021
2021-09-22,NYC,0.024286,9,2021
2021-09-23,NYC,0.175,9,2021
2021-09-24,NYC,1.499286,9,2021
2021-09-25,NYC,0.007143,9,2021
2021-09-26,NYC,0.0,9,2021
2021-09-27,NYC,0.0,9,2021
2021-09-28,NYC,0.030714,9,2021
2021-09-29,NYC,0.111538,9,2021
2021-09-30,NYC,0.000833,9,2021
2021-10-01,NYC,0.0,10,2021
2021-10-02,NYC,0.0,10,2021
2021-10-03,NYC,0.0,10,2021
2021-10-04,NYC,0.069091,10,2021
2021-10-05,NYC,0.111538,10,2021
2021-10-06,NYC,0.011538,10,2021
2021-10-07,NYC,0.0025,10,2021
2021-10-08,NYC,0.0,10,2021
2021-10-09,NYC,0.0,10,2021
2021-10-10,NYC,0.05,10,2021
2021-10-11,NYC,0.095,10,2021
2021-10-12,NYC,0.0,10,2021
2021-10-13,NYC,0.0,10,2021
2021-10-14,NYC,0.000833,10,2021
2021-10-15,NYC,0.0,10,2021
2021-10-16,NYC,0.054545,10,2021
2021-10-17,NYC,0.171667,10,2021
2021-10-18,NYC,0.019231,10,2021
2021-10-19,NYC,0.003077,10,2021
2021-10-20,NYC,0.000769,10,2021
2021-10-21,NYC,0.0,10,2021
2021-10-22,NYC,0.0,10,2021
2021-10-23,NYC,0.015,10,2021
2021-10-24,NYC,0.038571,10,2021
2021-10-25,NYC,0.093571,10,2021
2021-10-26,NYC,2.112857,10,2021
2021-10-27,NYC,2.027857,10,2021
2021-10-28,NYC,0.005714,10,2021
2021-10-29,NYC,0.0925,10,2021
2021-10-30,NYC,0.431538,10,2021
2021-10-31,NYC,0.167692,10,2021
2021-11-01,NYC,0.009231,11,2021
2021-11-02,NYC,0.003077,11,2021
2021-11-03,NYC,0.015,11,2021
2021-11-04,NYC,0.000714,11,2021
2021-11-05,NYC,0.0,11,2021
2021-11-06,NYC,0.0,11,2021
2021-11-07,NYC,0.0,11,2021
2021-11-08,NYC,0.0,11,2021
2021-11-09,NYC,0.0,11,2021
2021-11-10,NYC,0.0,11,2021
